Game,Ncomments,Ndiscomfort,Pdiscomfort,name
Star Wars: The Old Republic,412,13.0,0.0315533980582524,starwarstheoldrepublic
StarCraft II: Nova Covert Ops - Mission Pack 1,17,0.0,0.0,starcraftiinovacovertopsmissionpack1
StarDrive,194,2.0,0.0103092783505154,stardrive
StarDrive 2,46,1.0,0.0217391304347826,stardrive2
StarLancer,10,0.0,0.0,starlancer
Starbound,150,3.0,0.02,starbound
Starcraft,186,0.0,0.0,starcraft
Starcraft II: Heart of the Swarm,305,1.0,0.0032786885245901,starcraftiiheartoftheswarm
Starcraft II: Legacy of the Void,183,2.0,0.0109289617486338,starcraftiilegacyofthevoid
Starcraft II: Wings of Liberty,908,5.0,0.0055066079295154,starcraftiiwingsofliberty
Starcraft Remastered,66,0.0,0.0,starcraftremastered
Stardew Valley,314,9.0,0.0286624203821656,stardewvalley
Starfleet Command Volume II: Empires at War,20,0.0,0.0,starfleetcommandvolumeiiempiresatwar
Starpoint Gemini,35,0.0,0.0,starpointgemini
Starpoint Gemini 2,92,1.0,0.0108695652173913,starpointgemini2
Starpoint Gemini Warlords,19,0.0,0.0,starpointgeminiwarlords
Stars in Shadow,9,0.0,0.0,starsinshadow
Starseed Pilgrim,24,0.0,0.0,starseedpilgrim
Starshatter,18,0.0,0.0,starshatter
Starship Troopers,18,0.0,0.0,starshiptroopers
Starship Troopers - Terran Command,14,0.0,0.0,starshiptroopersterrancommand
Starship Troopers: Terran Ascendancy,104,0.0,0.0,starshiptroopersterranascendancy
Starsky & Hutch,13,0.0,0.0,starskyhutch
Startopia,44,0.0,0.0,startopia
State of Decay,169,9.0,0.0532544378698224,stateofdecay
State of Decay 2,152,4.0,0.0263157894736842,stateofdecay2
State of Mind,13,0.0,0.0,stateofmind
Stealth Bastard Deluxe,49,0.0,0.0,stealthbastarddeluxe
Stealth Inc 2: A Game of Clones,10,0.0,0.0,stealthinc2agameofclones
SteamWorld Dig,26,0.0,0.0,steamworlddig
SteamWorld Dig 2,27,0.0,0.0,steamworlddig2
SteamWorld Heist,30,0.0,0.0,steamworldheist
Steel Assault,15,0.0,0.0,steelassault
Steel Beasts,18,0.0,0.0,steelbeasts
Steel Division 2,29,0.0,0.0,steeldivision2
Steel Division: Normandy 44,24,0.0,0.0,steeldivisionnormandy44
Steel Rats,35,0.0,0.0,steelrats
Steel Soldiers,13,0.0,0.0,steelsoldiers
Steelrising,87,0.0,0.0,steelrising
Steep,92,0.0,0.0,steep
Steins;Gate,52,0.0,0.0,steinsgate
Stela,11,0.0,0.0,stela
Stellaris,198,2.0,0.0101010101010101,stellaris
Stellaris: Apocalypse,13,0.0,0.0,stellarisapocalypse
Stellaris: Utopia,28,0.0,0.0,stellarisutopia
Stephen's Sausage Roll,48,0.0,0.0,stephenssausageroll
Stick it to the Man!,20,0.0,0.0,stickittotheman
Still Life,24,0.0,0.0,stilllife
Still Life 2,26,1.0,0.0384615384615384,stilllife2
Still There,6,0.0,0.0,stillthere
Stirring Abyss,10,0.0,0.0,stirringabyss
Stolen (2005),7,0.0,0.0,stolen2005
Stonefly,9,0.0,0.0,stonefly
Stories Untold,73,0.0,0.0,storiesuntold
Stories: The Path of Destinies,23,0.0,0.0,storiesthepathofdestinies
Storm: Frontline Nation,8,0.0,0.0,stormfrontlinenation
Stormland,22,0.0,0.0,stormland
Stormrise,14,0.0,0.0,stormrise
Strange Brigade,21,0.0,0.0,strangebrigade
Strange Horticulture,12,0.0,0.0,strangehorticulture
Strangeland,9,0.0,0.0,strangeland
Stranger (2007),9,0.0,0.0,stranger2007
Stranger of Paradise: Final Fantasy Origin,50,0.0,0.0,strangerofparadisefinalfantasyorigin
Stranglehold,21,0.0,0.0,stranglehold
Strategic Command: European Theater,14,0.0,0.0,strategiccommandeuropeantheater
Stray,226,4.0,0.0176991150442477,stray
Street Fighter IV,50,0.0,0.0,streetfighteriv
Street Fighter V,149,0.0,0.0,streetfighterv
Street Fighter X Mega Man,36,0.0,0.0,streetfighterxmegaman
Street Fighter X Tekken,33,0.0,0.0,streetfighterxtekken
Streets of Rage 4,120,0.0,0.0,streetsofrage4
Streets of Rage 4: Mr. X Nightmare,11,0.0,0.0,streetsofrage4mrxnightmare
Strider,27,0.0,0.0,strider
Strike Fighters: Project 1,8,0.0,0.0,strikefightersproject1
Strike Suit Infinity,15,0.0,0.0,strikesuitinfinity
Strike Suit Zero,68,1.0,0.0147058823529411,strikesuitzero
Strike Vector,22,0.0,0.0,strikevector
Strobophagia | Rave Horror,7,0.0,0.0,strobophagiaravehorror
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,11,0.0,0.0,strongbadscoolgameforattractivepeopleepisode1homestarruiner
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,7,0.0,0.0,strongbadscoolgameforattractivepeopleepisode2strongbadiathefree
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,10,0.0,0.0,strongbadscoolgameforattractivepeopleepisode3baddestofthebands
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,19,0.0,0.0,strongbadscoolgameforattractivepeopleepisode4dangeresque3thecriminalprojective
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,12,0.0,0.0,strongbadscoolgameforattractivepeopleepisode58bitisenough
Stronghold,64,1.0,0.015625,stronghold
Stronghold 2,73,0.0,0.0,stronghold2
Stronghold 3,167,2.0,0.0119760479041916,stronghold3
Stronghold Legends,17,0.0,0.0,strongholdlegends
Stronghold: Crusader,53,0.0,0.0,strongholdcrusader
Stronghold: Crusader Extreme,14,0.0,0.0,strongholdcrusaderextreme
Stronghold: Crusader II,69,2.0,0.0289855072463768,strongholdcrusaderii
Stronghold: Warlords,17,0.0,0.0,strongholdwarlords
Struggling,8,0.0,0.0,struggling
Stubbs the Zombie in Rebel Without a Pulse,43,0.0,0.0,stubbsthezombieinrebelwithoutapulse
Stupid Invaders,7,0.0,0.0,stupidinvaders
Stygian: Reign of the Old Ones,28,0.0,0.0,stygianreignoftheoldones
Styx: Master of Shadows,70,0.0,0.0,styxmasterofshadows
Styx: Shards of Darkness,28,0.0,0.0,styxshardsofdarkness
Subject 13,10,0.0,0.0,subject13
Sublevel Zero,9,0.0,0.0,sublevelzero
Submarine Titans,17,0.0,0.0,submarinetitans
Submerged,22,1.0,0.0454545454545454,submerged
Submerged: Hidden Depths,9,0.0,0.0,submergedhiddendepths
Subnautica,313,3.0,0.0095846645367412,subnautica
Subnautica: Below Zero,61,2.0,0.0327868852459016,subnauticabelowzero
Sucker for Love: First Date,29,0.0,0.0,suckerforlovefirstdate
Sudden Strike,13,2.0,0.1538461538461538,suddenstrike
Sudden Strike 3: Arms for Victory,12,0.0,0.0,suddenstrike3armsforvictory
Sudden Strike 4,24,0.0,0.0,suddenstrike4
Sudden Strike II,32,0.0,0.0,suddenstrikeii
Summer in Mara,16,0.0,0.0,summerinmara
Summoner,12,0.0,0.0,summoner
SunAge,16,0.0,0.0,sunage
Sunday Gold,8,0.0,0.0,sundaygold
Sundered,26,0.0,0.0,sundered
Sunless Sea,53,0.0,0.0,sunlesssea
Sunless Skies,25,0.0,0.0,sunlessskies
Sunlight,10,0.0,0.0,sunlight
Sunset (2015),17,0.0,0.0,sunset2015
Super Galaxy Squadron,7,0.0,0.0,supergalaxysquadron
Super Hydorah,9,0.0,0.0,superhydorah
Super Meat Boy,191,0.0,0.0,supermeatboy
Super Meat Boy Forever,55,0.0,0.0,supermeatboyforever
Super Monday Night Combat,65,1.0,0.0153846153846153,supermondaynightcombat
Super Robot Wars 30,13,0.0,0.0,superrobotwars30
Super Seducer: How to Talk to Girls,25,0.0,0.0,superseducerhowtotalktogirls
Super Street Fighter IV: Arcade Edition,39,0.0,0.0,superstreetfighterivarcadeedition
Super Time Force Ultra,19,0.0,0.0,supertimeforceultra
SuperPower,10,0.0,0.0,superpower
SuperPower 2,83,0.0,0.0,superpower2
Superbike 2001,20,0.0,0.0,superbike2001
Superbrothers: Sword & Sworcery EP,81,0.0,0.0,superbrothersswordsworceryep
Supercar Street Challenge,10,0.0,0.0,supercarstreetchallenge
Superliminal,73,0.0,0.0,superliminal
Supremacy: Four Paths to Power,8,0.0,0.0,supremacyfourpathstopower
Supreme Commander,119,0.0,0.0,supremecommander
Supreme Commander 2,116,2.0,0.0172413793103448,supremecommander2
Supreme Commander: Forged Alliance,75,1.0,0.0133333333333333,supremecommanderforgedalliance
Supreme League of Patriots,8,0.0,0.0,supremeleagueofpatriots
Supreme Ruler 2010,15,0.0,0.0,supremeruler2010
Supreme Ruler 2020,15,0.0,0.0,supremeruler2020
Supreme Ruler: Cold War,17,0.0,0.0,supremerulercoldwar
Surgeon Simulator 2013,73,0.0,0.0,surgeonsimulator2013
Surgeon Simulator 2: Access All Areas,17,0.0,0.0,surgeonsimulator2accessallareas
Surviving Mars,60,0.0,0.0,survivingmars
Survivor (2001),26,0.0,0.0,survivor2001
Suzerain,21,0.0,0.0,suzerain
Swashbucklers: Blue vs. Grey,12,0.0,0.0,swashbucklersbluevsgrey
Sword Art Online: Fatal Bullet,17,0.0,0.0,swordartonlinefatalbullet
Sword Coast Legends,123,0.0,0.0,swordcoastlegends
Sword of the Necromancer,6,0.0,0.0,swordofthenecromancer
Sword of the New World: Granado Espada,37,1.0,0.027027027027027,swordofthenewworldgranadoespada
Sword of the Stars,44,0.0,0.0,swordofthestars
Sword of the Stars II: Lords of Winter,100,1.0,0.01,swordofthestarsiilordsofwinter
Sword of the Stars: Born of Blood,16,0.0,0.0,swordofthestarsbornofblood
Sword of the Stars: The Pit,44,1.0,0.0227272727272727,swordofthestarsthepit
Syberia,50,0.0,0.0,syberia
Syberia 3,113,0.0,0.0,syberia3
Syberia II,30,0.0,0.0,syberiaii
Syberia: The World Before,70,0.0,0.0,syberiatheworldbefore
Sydney 2000,80,0.0,0.0,sydney2000
Sym,6,0.0,0.0,sym
Symmetry (2018),25,0.0,0.0,symmetry2018
Symphony,23,0.0,0.0,symphony
Symphony of War: The Nephilim Saga,17,0.0,0.0,symphonyofwarthenephilimsaga
Syndicate (2012),111,3.0,0.027027027027027,syndicate2012
Syndrome,13,0.0,0.0,syndrome
System Shock 2,126,0.0,0.0,systemshock2
System Shock: Enhanced Edition,24,1.0,0.0416666666666666,systemshockenhancededition
TARTARUS,429,0.0,0.0,tartarus
TASOMACHI: Behind the Twilight,7,0.0,0.0,tasomachibehindthetwilight
TASTEE: Lethal Tactics,16,0.0,0.0,tasteelethaltactics
TERA,349,8.0,0.0229226361031518,tera
THE SHORE,17,0.0,0.0,theshore
TMNT,17,0.0,0.0,tmnt
TOCA Race Driver 2: The Ultimate Racing Simulator,19,0.0,0.0,tocaracedriver2theultimateracingsimulator
TOCA Race Driver 3,24,0.0,0.0,tocaracedriver3
TOEM,14,0.0,0.0,toem
TOHU,19,0.0,0.0,tohu
TRI,14,1.0,0.0714285714285714,tri
TSIOQUE,16,0.0,0.0,tsioque
TT Isle of Man,11,0.0,0.0,ttisleofman
TT Isle of Man: Ride On The Edge 2,7,0.0,0.0,ttisleofmanrideontheedge2
Table Manners,80,0.0,0.0,tablemanners
Tacoma,50,1.0,0.02,tacoma
Tactical Intervention,45,0.0,0.0,tacticalintervention
Tactical Ops: Assault on Terror,23,0.0,0.0,tacticalopsassaultonterror
Tactics Ogre: Reborn,28,0.0,0.0,tacticsogrereborn
Tails of Iron,64,0.0,0.0,tailsofiron
Tails: The Backbone Preludes,6,0.0,0.0,tailsthebackbonepreludes
Tainted Grail: Conquest,21,0.0,0.0,taintedgrailconquest
Taito Legends,12,0.0,0.0,taitolegends
Take On Helicopters,16,0.0,0.0,takeonhelicopters
Take On Mars,14,0.0,0.0,takeonmars
Takeda,39,0.0,0.0,takeda
Takedown: Red Sabre,66,0.0,0.0,takedownredsabre
Tales From Off-Peak City Vol. 1,11,0.0,0.0,talesfromoffpeakcityvol1
Tales From The Borderlands: Episode 1 - Zer0 Sum,62,1.0,0.0161290322580645,talesfromtheborderlandsepisode1zer0sum
Tales From The Borderlands: Episode 2 - Atlas Mugged,31,1.0,0.032258064516129,talesfromtheborderlandsepisode2atlasmugged
Tales From The Borderlands: Episode 3 - Catch A Ride,17,0.0,0.0,talesfromtheborderlandsepisode3catcharide
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,29,0.0,0.0,talesfromtheborderlandsepisode4escapeplanbravo
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,26,0.0,0.0,talesfromtheborderlandsepisode5thevaultofthetraveler
Tales from the Borderlands: A Telltale Game Series,119,1.0,0.0084033613445378,talesfromtheborderlandsatelltalegameseries
Tales of Arise,82,2.0,0.024390243902439,talesofarise
Tales of Berseria,74,7.0,0.0945945945945946,talesofberseria
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,24,0.0,0.0,talesofmonkeyislandchapter1launchofthescreamingnarwhal
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,13,0.0,0.0,talesofmonkeyislandchapter2thesiegeofspinnercay
Tales of Monkey Island Chapter 3: Lair of the Leviathan,59,0.0,0.0,talesofmonkeyislandchapter3lairoftheleviathan
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,11,0.0,0.0,talesofmonkeyislandchapter4thetrialandexecutionofguybrushthreepwood
Tales of Monkey Island Chapter 5: Rise of the Pirate God,11,0.0,0.0,talesofmonkeyislandchapter5riseofthepirategod
Tandem: A Tale of Shadows,7,0.0,0.0,tandemataleofshadows
Tank Universal: Challenger Eight,14,1.0,0.0714285714285714,tankuniversalchallengereight
Tannenberg,16,0.0,0.0,tannenberg
Tarr Chronicles,12,0.0,0.0,tarrchronicles
Team Fortress 2,1635,16.0,0.0097859327217125,teamfortress2
Teardown,29,1.0,0.0344827586206896,teardown
Tech Support: Error Unknown,7,0.0,0.0,techsupporterrorunknown
Technobabylon,25,0.0,0.0,technobabylon
Teenage Mutant Ninja Turtles (2003),22,0.0,0.0,teenagemutantninjaturtles2003
Teenage Mutant Ninja Turtles: Shredder's Revenge,85,1.0,0.0117647058823529,teenagemutantninjaturtlesshreddersrevenge
Teenage Mutant Ninja Turtles: The Cowabunga Collection,7,0.0,0.0,teenagemutantninjaturtlesthecowabungacollection
Tekken 7,98,2.0,0.0204081632653061,tekken7
Teleglitch: Die More Edition,19,0.0,0.0,teleglitchdiemoreedition
Tell Me Why,114,1.0,0.0087719298245614,tellmewhy
Telling Lies,31,0.0,0.0,tellinglies
Tembo the Badass Elephant,11,0.0,0.0,tembothebadasselephant
Tempest: Pirate Action RPG,28,0.0,0.0,tempestpirateactionrpg
Temtem,87,0.0,0.0,temtem
Ten Dates,6,2.0,0.3333333333333333,tendates
Tennis Manager 2022,6,0.0,0.0,tennismanager2022
Tennis Masters Series,13,0.0,0.0,tennismastersseries
Tennis World Tour 2,26,0.0,0.0,tennisworldtour2
Tentacular,52,0.0,0.0,tentacular
Terminator Salvation,30,0.0,0.0,terminatorsalvation
Terminator: Resistance,139,1.0,0.0071942446043165,terminatorresistance
Terminator: Resistance - Annihilation Line,14,0.0,0.0,terminatorresistanceannihilationline
Terraria,854,11.0,0.0128805620608899,terraria
Terrawars: New York Invasion,24,0.0,0.0,terrawarsnewyorkinvasion
Tesla Effect: A Tex Murphy Adventure,127,1.0,0.0078740157480314,teslaeffectatexmurphyadventure
Tesla vs Lovecraft,6,0.0,0.0,teslavslovecraft
Teslagrad,28,0.0,0.0,teslagrad
Test Drive Unlimited,43,0.0,0.0,testdriveunlimited
Test Drive Unlimited 2,100,0.0,0.0,testdriveunlimited2
Tetris Effect,67,0.0,0.0,tetriseffect
Tetrobot and Co.,27,0.0,0.0,tetrobotandco
Tharsis,30,0.0,0.0,tharsis
"That Dragon, Cancer",36,1.0,0.0277777777777777,thatdragoncancer
The Academy: The First Riddle,429,0.0,0.0,theacademythefirstriddle
The Age of Decadence,107,1.0,0.0093457943925233,theageofdecadence
The Almost Gone,12,0.0,0.0,thealmostgone
The Amazing Spider-Man 2,34,0.0,0.0,theamazingspiderman2
The Ant Bully,6,0.0,0.0,theantbully
The Aquatic Adventure of the Last Human,13,0.0,0.0,theaquaticadventureofthelasthuman
The Artful Escape,28,0.0,0.0,theartfulescape
The Ascent,187,0.0,0.0,theascent
The Assembly,9,0.0,0.0,theassembly
The Asskickers,22,0.0,0.0,theasskickers
The Awesome Adventures of Captain Spirit,43,0.0,0.0,theawesomeadventuresofcaptainspirit
The Baconing,13,0.0,0.0,thebaconing
The Ball,18,0.0,0.0,theball
The Banner Saga,178,1.0,0.0056179775280898,thebannersaga
The Banner Saga 2,35,0.0,0.0,thebannersaga2
The Banner Saga 3,72,1.0,0.0138888888888888,thebannersaga3
The Bard's Tale,32,1.0,0.03125,thebardstale
The Bard's Tale IV: Barrows Deep,39,0.0,0.0,thebardstaleivbarrowsdeep
The Beast Inside,38,0.0,0.0,thebeastinside
The Beginner's Guide,113,1.0,0.0088495575221238,thebeginnersguide
The Big Con,9,0.0,0.0,thebigcon
The Binding of Isaac,269,1.0,0.0037174721189591,thebindingofisaac
The Binding of Isaac: Afterbirth,38,0.0,0.0,thebindingofisaacafterbirth
The Binding of Isaac: Rebirth,169,3.0,0.0177514792899408,thebindingofisaacrebirth
The Black Mirror,53,0.0,0.0,theblackmirror
The Blackout Club,7,0.0,0.0,theblackoutclub
The Blackwell Deception,15,0.0,0.0,theblackwelldeception
The Blackwell Epiphany,16,0.0,0.0,theblackwellepiphany
The Blind Prophet,83,0.0,0.0,theblindprophet
The Book of Unwritten Tales,46,3.0,0.0652173913043478,thebookofunwrittentales
The Book of Unwritten Tales 2,23,0.0,0.0,thebookofunwrittentales2
The Book of Unwritten Tales: Critter Chronicles,15,0.0,0.0,thebookofunwrittentalescritterchronicles
The Bradwell Conspiracy,14,0.0,0.0,thebradwellconspiracy
The Bridge (2013),26,0.0,0.0,thebridge2013
The Bug Butcher,18,0.0,0.0,thebugbutcher
The Bunker,16,0.0,0.0,thebunker
The Bureau: XCOM Declassified,186,1.0,0.0053763440860215,thebureauxcomdeclassified
The Callisto Protocol,124,0.0,0.0,thecallistoprotocol
The Cameron Files: Pharaoh's Curse,12,0.0,0.0,thecameronfilespharaohscurse
The Cameron Files: The Secret at Loch Ness,7,0.0,0.0,thecameronfilesthesecretatlochness
The Case of the Golden Idol,21,0.0,0.0,thecaseofthegoldenidol
The Castle Doctrine,50,0.0,0.0,thecastledoctrine
The Cat Lady,62,1.0,0.0161290322580645,thecatlady
The Cave (2013),44,0.0,0.0,thecave2013
The Chaos Engine (2013),10,0.0,0.0,thechaosengine2013
The Charnel House Trilogy,9,0.0,0.0,thecharnelhousetrilogy
The Chosen - Well of Souls,18,0.0,0.0,thechosenwellofsouls
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",13,0.0,0.0,thechroniclesofnarniathelionthewitchandthewardrobe
The Chronicles of Riddick: Assault on Dark Athena,45,0.0,0.0,thechroniclesofriddickassaultondarkathena
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,56,0.0,0.0,thechroniclesofriddickescapefrombutcherbaydeveloperscut
The Church in the Darkness,9,0.0,0.0,thechurchinthedarkness
The Climb,13,1.0,0.0769230769230769,theclimb
The Climb 2,6,0.0,0.0,theclimb2
The Club,18,0.0,0.0,theclub
The Collider 2,6,0.0,0.0,thecollider2
The Complex,11,0.0,0.0,thecomplex
The Corporate Machine,6,0.0,0.0,thecorporatemachine
The Council,33,0.0,0.0,thecouncil
The Council - Episode 1: The Mad Ones,13,0.0,0.0,thecouncilepisode1themadones
The Council - Episode 2: Hide and Seek,16,0.0,0.0,thecouncilepisode2hideandseek
The Council - Episode 3: Ripples,9,0.0,0.0,thecouncilepisode3ripples
The Council - Episode 4: Burning Bridges,39,0.0,0.0,thecouncilepisode4burningbridges
The Council - Episode 5: Checkmate,6,0.0,0.0,thecouncilepisode5checkmate
The Count Lucanor,20,0.0,0.0,thecountlucanor
The Crew,127,0.0,0.0,thecrew
The Crew 2,97,0.0,0.0,thecrew2
The Crow's Eye,12,3.0,0.25,thecrowseye
The Curse of Monkey Island,125,1.0,0.008,thecurseofmonkeyisland
The Cursed Crusade,12,0.0,0.0,thecursedcrusade
The Da Vinci Code,19,0.0,0.0,thedavincicode
The Dark Crystal: Age of Resistance Tactics,13,0.0,0.0,thedarkcrystalageofresistancetactics
The Dark Eye : Book of Heroes,7,0.0,0.0,thedarkeyebookofheroes
The Dark Eye: Chains of Satinav,27,0.0,0.0,thedarkeyechainsofsatinav
The Dark Eye: Demonicon,30,1.0,0.0333333333333333,thedarkeyedemonicon
The Dark Pictures Anthology: House of Ashes,52,1.0,0.0192307692307692,thedarkpicturesanthologyhouseofashes
The Dark Pictures Anthology: Little Hope,77,0.0,0.0,thedarkpicturesanthologylittlehope
The Dark Pictures Anthology: Man of Medan,104,0.0,0.0,thedarkpicturesanthologymanofmedan
The Dark Pictures Anthology: The Devil in Me,44,1.0,0.0227272727272727,thedarkpicturesanthologythedevilinme
The Darkness II,118,1.0,0.0084745762711864,thedarknessii
The Darkside Detective,11,0.0,0.0,thedarksidedetective
The Darkside Detective: A Fumble in the Dark,14,0.0,0.0,thedarksidedetectiveafumbleinthedark
The Deadly Tower of Monsters,8,0.0,0.0,thedeadlytowerofmonsters
The Descendant,30,0.0,0.0,thedescendant
The Detail,15,0.0,0.0,thedetail
The Devil Inside,18,0.0,0.0,thedevilinside
The DioField Chronicle,13,0.0,0.0,thediofieldchronicle
The Disney Afternoon Collection,6,0.0,0.0,thedisneyafternooncollection
The Dream Machine,19,0.0,0.0,thedreammachine
The Dungeon of Naheulbeuk: The Amulet of Chaos,35,0.0,0.0,thedungeonofnaheulbeuktheamuletofchaos
The Dwarves,21,0.0,0.0,thedwarves
The Egyptian Prophecy,12,3.0,0.25,theegyptianprophecy
The Elder Scrolls III: Bloodmoon,27,0.0,0.0,theelderscrollsiiibloodmoon
The Elder Scrolls III: Morrowind,305,2.0,0.0065573770491803,theelderscrollsiiimorrowind
The Elder Scrolls III: Tribunal,26,0.0,0.0,theelderscrollsiiitribunal
The Elder Scrolls IV: Knights of the Nine,18,0.0,0.0,theelderscrollsivknightsofthenine
The Elder Scrolls IV: Oblivion,661,2.0,0.0030257186081694,theelderscrollsivoblivion
The Elder Scrolls IV: Shivering Isles,37,0.0,0.0,theelderscrollsivshiveringisles
The Elder Scrolls Online,897,17.0,0.0189520624303233,theelderscrollsonline
The Elder Scrolls Online: Blackwood,17,0.0,0.0,theelderscrollsonlineblackwood
The Elder Scrolls Online: Dragonhold,12,0.0,0.0,theelderscrollsonlinedragonhold
The Elder Scrolls Online: Elsweyr,19,0.0,0.0,theelderscrollsonlineelsweyr
The Elder Scrolls Online: Greymoor,53,0.0,0.0,theelderscrollsonlinegreymoor
The Elder Scrolls Online: High Isle,11,0.0,0.0,theelderscrollsonlinehighisle
The Elder Scrolls Online: Morrowind,43,0.0,0.0,theelderscrollsonlinemorrowind
The Elder Scrolls Online: Summerset,37,0.0,0.0,theelderscrollsonlinesummerset
The Elder Scrolls V: Skyrim,2688,29.0,0.0107886904761904,theelderscrollsvskyrim
The Elder Scrolls V: Skyrim - Dawnguard,70,1.0,0.0142857142857142,theelderscrollsvskyrimdawnguard
The Elder Scrolls V: Skyrim VR,22,0.0,0.0,theelderscrollsvskyrimvr
The Elder Scrolls: Legends,49,0.0,0.0,theelderscrollslegends
The End Is Nigh,22,3.0,0.1363636363636363,theendisnigh
The Entropy Centre,13,0.0,0.0,theentropycentre
The Escapists,38,0.0,0.0,theescapists
The Escapists 2,32,0.0,0.0,theescapists2
The Eternal Castle Remastered,9,0.0,0.0,theeternalcastleremastered
The Eternal Cylinder,12,0.0,0.0,theeternalcylinder
The Evil Within,326,7.0,0.0214723926380368,theevilwithin
The Evil Within 2,149,4.0,0.0268456375838926,theevilwithin2
The Excavation of Hob's Barrow,7,0.0,0.0,theexcavationofhobsbarrow
The Experiment (2007),23,0.0,0.0,theexperiment2007
The Falconeer,19,0.0,0.0,thefalconeer
The Fall,35,0.0,0.0,thefall
The Fall Part 2: Unbound,6,0.0,0.0,thefallpart2unbound
The Fall of the Dungeon Guardians,17,0.0,0.0,thefallofthedungeonguardians
The Fidelio Incident,15,0.0,0.0,thefidelioincident
The Final Station,26,0.0,0.0,thefinalstation
The First Templar,28,1.0,0.0357142857142857,thefirsttemplar
The Flame in the Flood,25,0.0,0.0,theflameintheflood
The Flower Collectors,7,0.0,0.0,theflowercollectors
The Forest (2014),162,1.0,0.0061728395061728,theforest2014
The Forgotten City,57,0.0,0.0,theforgottencity
The Franz Kafka Videogame,13,0.0,0.0,thefranzkafkavideogame
The Fridge is Red,85,0.0,0.0,thefridgeisred
The Gardens Between,37,0.0,0.0,thegardensbetween
The Gladiators: The Galactic Circus Games,7,0.0,0.0,thegladiatorsthegalacticcircusgames
The Godfather,69,1.0,0.0144927536231884,thegodfather
The Godfather II,35,0.0,0.0,thegodfatherii
The Golden Horde,15,0.0,0.0,thegoldenhorde
The Golf Club,40,0.0,0.0,thegolfclub
The Golf Club 2019 featuring PGA Tour,12,0.0,0.0,thegolfclub2019featuringpgatour
The Good Life,12,1.0,0.0833333333333333,thegoodlife
The Great Ace Attorney Chronicles,55,0.0,0.0,thegreataceattorneychronicles
The Great Escape (2003),20,0.0,0.0,thegreatescape2003
The Great Perhaps,25,0.0,0.0,thegreatperhaps
The Guest,9,0.0,0.0,theguest
The Guild 2,18,0.0,0.0,theguild2
The Gunk,36,1.0,0.0277777777777777,thegunk
The Hardy Boys: The Hidden Theft,78,0.0,0.0,thehardyboysthehiddentheft
The Haunted: Hell's Reach,102,1.0,0.0098039215686274,thehauntedhellsreach
The History Channel: Great Battles of Rome,8,0.0,0.0,thehistorychannelgreatbattlesofrome
The Hobbit,13,0.0,0.0,thehobbit
The Hong Kong Massacre,9,0.0,0.0,thehongkongmassacre
The Immortals of Terra: A Perry Rhodan Adventure,12,0.0,0.0,theimmortalsofterraaperryrhodanadventure
The Impossible Game,17,0.0,0.0,theimpossiblegame
The Incredible Adventures of Van Helsing,149,2.0,0.0134228187919463,theincredibleadventuresofvanhelsing
The Incredible Adventures of Van Helsing II,55,1.0,0.0181818181818181,theincredibleadventuresofvanhelsingii
The Incredible Adventures of Van Helsing III,14,0.0,0.0,theincredibleadventuresofvanhelsingiii
The Incredible Adventures of Van Helsing: Final Cut,17,0.0,0.0,theincredibleadventuresofvanhelsingfinalcut
The Incredible Hulk,13,0.0,0.0,theincrediblehulk
The Inner World,19,0.0,0.0,theinnerworld
The Inner World: The Last Wind Monk,9,0.0,0.0,theinnerworldthelastwindmonk
The Invisible Hand,7,0.0,0.0,theinvisiblehand
The Italian Job,14,0.0,0.0,theitalianjob
The Jackbox Party Pack 8,6,0.0,0.0,thejackboxpartypack8
The Journey Down: Chapter One,14,0.0,0.0,thejourneydownchapterone
The Journey Down: Chapter Two,10,0.0,0.0,thejourneydownchaptertwo
The King's Bird,14,0.0,0.0,thekingsbird
The Knight Witch,19,0.0,0.0,theknightwitch
The LEGO Movie Videogame,16,0.0,0.0,thelegomovievideogame
The Last Campfire,22,0.0,0.0,thelastcampfire
The Last Door (2014),17,1.0,0.0588235294117647,thelastdoor2014
The Last Door: Season 2,17,0.0,0.0,thelastdoorseason2
The Last Express,24,0.0,0.0,thelastexpress
The Last Federation,16,0.0,0.0,thelastfederation
The Last Hero of Nostalgaia,8,0.0,0.0,thelastheroofnostalgaia
The Last Oricru,26,0.0,0.0,thelastoricru
The Last Remnant,75,0.0,0.0,thelastremnant
The Last Show of Mr. Chardish,6,0.0,0.0,thelastshowofmrchardish
The Last Tinker: City of Colors,23,0.0,0.0,thelasttinkercityofcolors
The Legend of Bum-bo,13,0.0,0.0,thelegendofbumbo
